"","Prot1","Prot2","Prot3","Prot4","Prot5","Prot6","Prot7","Prot8","Prot9","Prot10"
"1",-0.501376764116107,0.109422549089475,0.402975998529051,-0.597874307255353,0.213802164302959,-0.753940650445801,0.0509089363662344,-0.851815404610332,1.0290133486266,0.132352024538509
"2",-0.228576411112977,0.382689647702424,0.103990755430975,0.0672990897311638,0.970304190955873,0.736474299046376,0.968963494487463,0.872572718832827,0.196232712832908,0.507661059571308
"3",-0.828843811347598,-1.14406783456579,-0.99858861106149,0.181550339456752,-2.05860126211941,1.91477932063182,1.19261236882863,0.392051381432602,0.725372366641426,2.10302490033649
"4",-1.16219808943089,-0.348959918387656,-1.34812810192068,1.88733427056903,-0.173683248211435,1.02009633132078,1.25296925762951,0.443348398373166,0.0871630772662675,0.642964531622548
"5",-0.271527376417263,-0.427479480718633,1.1780124521181,0.784478223877321,1.60289184298042,-0.142981145284488,0.0932754276299564,0.153173690142514,1.78429566666986,-0.880700623166614
"6",-1.15877142041825,0.340861872267399,-1.38957245484542,1.18580746033574,1.48433648367293,1.38611178999338,2.65864413570431,0.720175662628128,-1.39089570912704,1.17924274574272
"7",1.76423299627333,1.00450703870295,0.454942646574802,-0.381024683240559,-0.745001590323081,-1.24362312539566,-0.969005394286098,-0.860400171191919,0.606079180753344,0.284740907902472
"8",0.502699773992028,-1.98992611249059,0.631809432077352,0.708160387354568,1.10874864368178,-2.01621769118286,0.627568695731208,-0.966708692807874,1.44326113552769,-1.21832370522522
"9",-1.92984084065791,-0.312334295995681,-2.19812710010332,1.46332152581347,-2.09790765595048,0.680840592387411,2.24030954734131,0.591472288347962,-1.43448261958353,2.05799640404588
"10",-1.17626328394841,0.162401434226912,-0.639795932598866,0.850170256043702,-0.378771229693149,0.933083160201752,-0.305974117200344,-0.376230188758381,-0.347191120179102,-0.0431182063153785
"11",0.177533131555308,0.855191859929708,-0.407920254740446,0.422443547760298,-0.654213808053374,-0.835832670644655,-0.747402748627381,0.785313681981083,1.01226158378153,-0.287591918583491
"12",-0.408908036215132,0.504502028175391,-1.37525310348099,0.44769453634031,-1.43911146592148,0.451512431244002,1.08473118303672,-0.228014575216995,-0.28122386604471,0.951417651434935
"13",-0.214981342552389,0.494841516002943,0.174366744604038,-0.0448326546318612,1.39234924121408,0.640286054300966,-0.787798455240755,-0.732214238088078,-0.540608420203627,0.619839228085748
"14",-0.413040720933621,1.08864557206107,-0.0375414551577944,0.143675712500774,-0.24783101663896,0.421952620031019,0.508582982496927,-0.0624331799833319,-0.143884586964166,0.167272844539412
"15",0.274283380542982,0.951893673013158,0.794605864804022,-0.732957258106363,1.57292320142511,-1.16523239365759,0.133215883549112,1.1921063751601,0.63465265958053,-1.56005959397909
"16",-0.433240088918633,-0.271777509542638,0.251097499141012,0.596982177281973,1.6889441064739,-0.927287911642538,-0.0977913734908555,-0.644584873988117,0.0458926543310828,0.0633688719577975
"17",0.100750267474424,0.636656058304047,-0.24978070348436,-0.780447323681141,-1.56753918224473,0.689841402375056,0.123968517429596,1.2765674797475,-0.765986645291835,0.561431311623888
"18",0.198868524126131,0.675595027294994,-0.266323604216363,-0.138304263361642,0.756643703069229,-0.0341147904461463,0.432653626039125,-0.614585544920933,-0.870910028274302,0.303895699150946
"19",0.12949077516103,-0.939517470256475,-0.488380676407451,0.671028693214116,-0.0663550234952388,-0.195892360533581,0.37391684615501,0.284554666180212,-0.437328469659535,0.372410073526305
"20",-1.41323559762063,-1.29407284250304,-2.42276381391304,1.30629473880067,-1.87878255845751,1.06445309361972,0.545847168589306,0.664098384302025,-2.01724104690392,1.42530038981725
"21",-2.03643414835894,-0.894170262359149,-1.69169803345741,1.52655593011384,-0.926522549598703,1.1685793999167,0.327877784941158,1.60985257779,-1.40102304034367,1.62428408248241
"22",-0.120716769278914,-1.53420939645548,0.452505199882163,-0.64193625409524,-0.103979883272642,0.310681273631399,-0.737779542449243,-1.09412746147595,-0.138515660210938,-0.194556591967584
"23",0.810356606640271,-0.479225402439122,1.09462492481356,0.203583383546926,-1.24790770753233,-1.06131816546075,-0.170440590429078,-1.02295323956019,0.145099352860119,-0.540688917008289
"24",1.25873629730103,-0.497002520635027,-0.0680553978497088,-1.28484580156563,-1.34628007679402,-0.042444297058696,1.09867797597664,-1.32421233856097,-0.207217564157957,-0.920825968073868
"25",1.70655739625784,1.72960316695984,2.03022988421408,-2.41390558094875,0.440717747432125,-0.604275473974339,-2.06448680284427,-0.490434581947517,1.22123948999756,-1.94097354537474
"26",-0.344908857834391,-0.316201271102585,-1.3064654161637,1.47936928182718,-0.0971487180569402,0.387585457845604,1.75625106860746,0.866978424967805,-0.466087090929161,0.364316989604801
"27",0.0383952655039422,-1.22784528854575,-1.47484428175106,0.690188703516092,-0.294168507427027,0.166286107155731,0.39184475861304,1.65308218267119,-1.81878280074892,1.20048779305018
"28",0.509909843862805,1.30701280076514,-0.216303204385831,0.617911865525576,-0.516706944487257,0.354435764615291,-0.7280333512016,0.632244430879668,0.482417675009888,-1.45629333729328
"29",-1.88503326280046,-0.429841419575749,-1.30707128757307,-1.74744014586496,-2.78418818018174,2.47669353390388,0.220829876369886,-0.465822182109126,-0.829812452985604,1.78110480219275
"30",-0.970039138654959,0.104639542770509,0.695255345821987,-0.246131729781154,-0.38702297183022,-0.242568635009098,-0.985422909626863,-2.11501653558641,-0.902940273524276,-1.10097230062388
"31",-1.1499292938017,-1.15232951060073,0.141860639961697,-1.4488104979199,-0.414731580882456,-0.423715571865167,-0.769839181880721,-0.728969212896499,-0.432979620647992,0.97015798987876
"32",-0.0592817349645483,-0.465382817503539,0.0342256462030353,-0.598077777970507,-0.98454605080281,-0.480988592886969,-0.425067889270145,-0.0311744468464912,-0.413832374569219,0.350052294228195
"33",0.645452251089749,0.237210057243178,2.0069224969634,-0.510047359065176,1.31209606598163,0.105451802314808,-0.986290972710117,-1.59856976585132,2.11315237240893,-1.34733591386269
"34",1.45758839799116,1.91476244539945,1.40366880321711,0.443135789256776,0.324998293106402,-0.72720055669226,-1.67325249520951,-1.71119534654047,0.308846633863979,0.320047183801579
"35",0.970035687873852,0.882562370798768,-0.771473855350945,0.537346014552839,-0.786356886791351,-0.257254214976608,0.446025189705743,0.51810393818689,-0.849142279282514,0.463467461226794
"36",-0.0205720734070297,-0.368385334120596,1.06038788023179,-0.303286831741276,1.61730697161765,-0.0289722407470596,-0.581217849497374,-0.382675489065015,0.843707517850468,-0.387500484550195
"37",0.573059401300961,0.624537545626232,0.610192532655193,0.558430922725514,-0.154355995654599,-1.0894777297939,0.867146776411222,-0.600459355122165,-0.773168162030773,0.0347512762667378
"38",-0.247026471501607,0.0995476152008636,1.27194428248773,0.276137286477796,0.176119413162545,-1.73938725924861,-0.055946942068444,0.337593641681442,-0.258287670809413,-1.60636155760035
"39",-0.700847617026499,-0.430700859801165,0.656903538311964,-0.265673557464321,-0.966068544237916,-1.66633229953892,-0.197826748808572,-1.3229414521444,0.664060459253191,-1.31665205157861
"40",2.37752220910726,1.45448315673534,2.21633326240645,-0.990208633903002,1.8396627660368,-1.43981829395875,-1.98474102984086,-0.901413425096726,3.27946177859412,-2.82802738338069
"41",1.15100949427482,1.29583805457821,0.852832193995213,-0.735138934280749,0.891133475904125,0.0575424223549395,-0.864465484646789,-1.09455143523213,0.25957794748496,0.0404965214675692
"42",-0.0402946918473074,-0.463764740125758,0.799809418024019,-0.289576764479523,1.22464748774289,0.317490002064687,-0.4570653948992,0.751864808789161,-0.801214149608046,-1.11946640728046
"43",0.942360328675583,1.23590277517004,0.461784412716579,-0.551723698592515,0.654276868509033,-0.47309521133716,-0.700507494468744,-0.612931624428192,0.48152503004914,-1.39222824769437
